Citations,Tectonic Setting,Location,Location Comment,Latitude (Min),Latitude (Max),Longitude (Min),Longitude (Max),Land or Sea,Elevation (Min),Elevation (Max),Sample Name,Rock Name,"Age (a, Min)","Age (a, Max)",Geol,Age,Eruption Day,Eruption Month,Eruption Year,Rock Texture,Rock Type,Drill Depth (Min),Drill Depth (Max),Alteration,Mineral,Material,Si,Ti,B,Al,Cr,Fe3+,Fe2+,Fetot(2+),Ca,Mg,Mn,Ni,K,Na,P,H2O,H2OP,H2OM,H2Otot,CO2,CO,F,Cl,Cl2,OH,CH4,SO2,SO3,SO4,S,LOI,Volatiles,O,Others,HE(CCM/G),HE(CCMSTP/G),HE3(CCMSTP/G),HE3(AT/G),HE4(CCM/G),HE4(CCMSTP/G),HE4(AT/G),HE4(MOLE/G),HE4(NCC/G),HE(NCC/G),Li,Be,B,C,CO2,F,Na,Al,P,S,Cl,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Rb,Sr,Y,Zr,Nb,Mo,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Th,U,Nd143/Nd144,Nd143/Nd144 initial,e Nd,Sr87/Sr86,SR87_SR86_INI,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB208_PB204,PB208_PB204_INI,OS184_OS188,OS186_OS188,OS187_OS186,OS187_OS188,RE187_OS186,RE187_OS188,HF176_HF177,HE3_HE4,HE3_HE4(R/R(A)),HE4_HE3,HE4_HE3(R/R(A)),K40_AR40,AR40_K40,Unique Id
[4843],OCEAN ISLAND,CANARY ISLANDS / TENERIFE / ATLANTIC OCEAN,ANAGA MASSIF,28.5,28.5,-16.3,-16.3,SUBAERIAL,,,s AN29 [4843],BASANITE [4843],4200000 [4843],8000000 [4843],,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4843] ,195528.0605,24872.61,,70866.7089,,,,101126.73,83119.61,49027.152,1425.00272,,5885.7635,29080.7944,3225.15119,,,,,,,,,,,,,,,,9400,,,,,,,,,,,,,,,,,,,,,,,,248,,,30,,363,310,,,,136,83,99,20.5,,,,,33.2,848,26.6,233,66.7,,,,,,,,,,,,,517,42.5,88.4,,45.45,9.044,2.797,7.8,,5.1,,2.53,,1.65,0.235,,,,,,,,,,,2.5,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,104648
[4843],OCEAN ISLAND,CANARY ISLANDS / TENERIFE / ATLANTIC OCEAN,ANAGA MASSIF,28.5,28.5,-16.3,-16.3,SUBAERIAL,,,s AN38 [4843],BASANITE [4843],4200000 [4843],8000000 [4843],,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4843] ,195668.291,23853.732,,68061.6786,,,,99338.94,84120.19,57590.32,1417.25814,,13614.46,20994.5531,2810.55124,,,,,,,,,,,,,,,,11500,,,,,,,,,,,,,,,,,,,,,,,,262,,,26,,336,292,,,,181,91,100,19.5,,,,,31.7,812,25.5,208,60,,,,,,,,,,,,,536,40.3,83.8,,43.47,8.751,2.717,7.75,,5.3,,2.23,,1.617,0.219,,,,,,,,,,,3.1,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,104650
[4843],OCEAN ISLAND,CANARY ISLANDS / TENERIFE / ATLANTIC OCEAN,ANAGA MASSIF,28.5,28.5,-16.3,-16.3,SUBAERIAL,,,s AN39 [4843],BASANITE [4843],4200000 [4843],8000000 [4843],,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4843] ,198239.1835,29247.792,,76423.8444,,,,105246.42,80046.4,39981.552,1502.44852,,6632.8985,20994.5531,3766.31323,,,,,,,,,,,,,,,,10200,,,,,,,,,,,,,,,,,,,,,,,,61,,,22,,358,94,,,,62,57,113,22.9,,,,,12.6,922,36,281,77,,,,,,,,,,,,,831,54.1,109,,57.22,11.151,3.447,9.74,,6.79,,2.96,,2.212,,,,,,,,,,,,2.4,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,104651
[4843],OCEAN ISLAND,CANARY ISLANDS / TENERIFE / ATLANTIC OCEAN,ANAGA MASSIF,28.5,28.5,-16.3,-16.3,SUBAERIAL,,,s AN43 [4843],BASANITE [4843],4200000 [4843],8000000 [4843],,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4843] ,196509.674,27989.178,,70813.7838,,,,105712.8,86621.64,43539.488,1494.70394,,5055.6135,24926.3952,2937.11333,,,,,,,,,,,,,,,,7600,,,,,,,,,,,,,,,,,,,,,,,,191,,,32,,428,219,,,,85,89,112,21.1,,,,,12,797,33.5,269,73.9,,,,,,,,,,,,,620,58,109,,55,,,,,,,,,,,,,,,,,,,,,2.8,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,104653
[4843],OCEAN ISLAND,CANARY ISLANDS / TENERIFE / ATLANTIC OCEAN,ANAGA MASSIF,28.5,28.5,-16.3,-16.3,SUBAERIAL,,,s AN45 [4843],BASANITE [4843],4200000 [4843],8000000 [4843],,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4843] ,197210.8265,27449.772,,76053.3687,,,,100660.35,87550.75,38896.08,1471.4702,,6043.492,26484.2949,2958.93438,,,,,,,,,,,,,,,,2500,,,,,,,,,,,,,,,,,,,,,,,,11,,,28,,395,128,,,,68,96,106,21.7,,,,,38.6,894,28.9,278,82.3,,,,,,,,,,,,,627,56.3,114.9,,54.78,10.388,3.171,8.8,,6.07,,2.63,,1.914,0.264,,,,,,,,,,,2.5,,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,104655
[4843],OCEAN ISLAND,CANARY ISLANDS / TENERIFE / ATLANTIC OCEAN,ANAGA MASSIF,28.5,28.5,-16.3,-16.3,SUBAERIAL,,,s AN46 [4843],BASANITE [4843],4200000 [4843],8000000 [4843],,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4843] ,199407.771,27329.904,,76529.6946,,,,100893.54,87550.75,38534.256,1455.98104,,5678.226,24184.5382,3002.57648,,,,,,,,,,,,,,,,8600,,,,,,,,,,,,,,,,,,,,,,,,325,,,28,,399,128,,,,73,90,105,23,,,,,16.1,915,31.1,281,83.3,,,,,,,,,,,,,660,60,128,,60,,,,,,,,,,,,,,,,,,,,,2.5,,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,104656
[4843],OCEAN ISLAND,CANARY ISLANDS / TENERIFE / ATLANTIC OCEAN,ANAGA MASSIF,28.5,28.5,-16.3,-16.3,SUBAERIAL,,,s AN47 [4843],BASANITE [4843],4200000 [4843],8000000 [4843],,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4843] ,198566.388,27150.102,,76212.144,,,,99572.13,86836.05,39016.688,1448.23646,,4831.473,27300.3376,3006.94069,,,,,,,,,,,,,,,,7600,,,,,,,,,,,,,,,,,,,,,,,,458,,,28,,379,126,,,,70,83,99,22.3,,,,,28.2,908,29.6,278,81.9,,,,,,,,,,,,,647,56,123,,58,,,,,,,,,,,,,,,,,,,,,2.3,,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,104657
[4843],OCEAN ISLAND,CANARY ISLANDS / TENERIFE / ATLANTIC OCEAN,ANAGA MASSIF,28.5,28.5,-16.3,-16.3,SUBAERIAL,,,s AN48 [4843],BASANITE [4843],4200000 [4843],8000000 [4843],,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4843] ,195387.83,29187.858,,77852.8221,,,,102992.25,82547.85,36604.528,1579.89432,,6134.8085,29748.4657,3504.46063,,,,,,,,,,,,,,,,4900,,,,,,,,,,,,,,,,,,,,,,,,233,,,24,,391,16,,,,40,64,110,23.4,,,,,31.6,997,31.6,306,91.3,,,,,,,,,,,,,678,61,140,,64,,,,,,,,,,,,,,,,,,,,,3,,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,104658
[4843],OCEAN ISLAND,CANARY ISLANDS / TENERIFE / ATLANTIC OCEAN,ANAGA MASSIF,28.5,28.5,-16.3,-16.3,SUBAERIAL,,,s AN30 [4843],BASANITE [4843],4200000 [4843],8000000 [4843],,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4843] ,201137.2805,26790.498,,75629.9679,,,,98794.83,85764,38172.432,1541.17142,,9745.961,21662.2244,3321.16381,,,,,,,,,,,,,,,,19800,,,,,,,,,,,,,,,,,,,,,,,,155,,,28,,407,76,,,,52,73,103,22.6,,,,,17.2,939,28.9,313,80.5,,,,,,,,,,,,,660,56.2,114.6,,54.57,10.246,3.114,8.64,,5.97,,2.55,,1.904,0.258,,,,,,,,,,,3.4,,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,104659
[4843],OCEAN ISLAND,CANARY ISLANDS / TENERIFE / ATLANTIC OCEAN,ANAGA MASSIF,28.5,28.5,-16.3,-16.3,SUBAERIAL,,,s AN31 [4843],BASANITE [4843],4200000 [4843],8000000 [4843],,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4843] ,200202.4105,24453.072,,74042.2149,,,,99960.78,83691.37,41609.76,1703.8076,,8351.309,25223.138,4578.05629,,,,,,,,,,,,,,,,10200,,,,,,,,,,,,,,,,,,,,,,,,116,,,24,,329,152,,,,80,68,114,20.5,,,,,22.9,880,33.9,311,87.1,,,,,,,,,,,,,502,56.5,120.2,,61.07,11.876,3.624,10.19,,7.02,,3.11,,2.227,0.307,,,,,,,,,,,2.58,,5.4,1.21,,,,,,,,,,,,,,,,,,,,,,,,,104660
[4843],OCEAN ISLAND,CANARY ISLANDS / TENERIFE / ATLANTIC OCEAN,ANAGA MASSIF,28.5,28.5,-16.3,-16.3,SUBAERIAL,,,s AN32 [4843],BASANITE [4843],4200000 [4843],8000000 [4843],,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4843] ,205437.6825,22475.25,,75365.3424,,,,95296.98,74471.74,31418.384,1843.21004,,12568.471,29080.7944,8265.81374,,,,,,,,,,,,,,,,13800,,,,,,,,,,,,,,,,,,,,,,,,421,,,13,,243,6,,,,17,43,140,26.1,,,,,28.9,1706,52,547,136.5,,,,,,,,,,,,,739,125.8,252.8,,119.32,21.73,6.435,17.32,,11.13,,4.53,,3.127,0.44,,,,,,,,,,,5.54,,12.1,2.74,,,,,,,,,,,,,,,,,,,,,,,,,104661
[4843],OCEAN ISLAND,CANARY ISLANDS / TENERIFE / ATLANTIC OCEAN,TENO MASSIF,28.3,28.3,-16.83,-16.83,SUBAERIAL,990,990,s TE60 [4843],BASANITE [4843],6000000 [4843],6400000 [4843],,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4843] ,194452.96,23973.6,,69384.8061,,,,106645.56,82333.44,51318.704,1688.31844,,8749.781,21810.5958,4250.74054,,,,,,,,,,,,,,,,3100,,,,,,,,,,,,,,,,,,,,,,,,352,,,27,,318,276,,,,169,79,124,23,,,,,19.3,907,33.7,349,93.5,,,,,,,,,,,,,349,54.5,122.4,,65.12,12.815,3.844,10.92,,7.26,,2.9,,1.974,0.26,,,,,,,,,,,2.2,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,104689
[4843],OCEAN ISLAND,CANARY ISLANDS / TENERIFE / ATLANTIC OCEAN,TENO MASSIF,28.3,28.3,-16.83,-16.83,SUBAERIAL,990,990,s TE62 [4843],BASANITE [4843],6000000 [4843],6400000 [4843],,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4843] ,208803.2145,23913.666,,88437.8421,,,,87446.25,69969.13,31116.864,1494.70394,,12717.898,30045.2085,3268.79329,,,,,,,,,,,,,,,,3400,,,,,,,,,,,,,,,,,,,,,,,,370,,,15,,248,2,,,,12,25,112,22,,,,,28.9,1066,32.6,318,93.4,,,,,,,,,,,,,432,57,126,,59,,,,,,,,,,,,,,,,,,,,,3.1,,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,104691
[4843],OCEAN ISLAND,CANARY ISLANDS / TENERIFE / ATLANTIC OCEAN,TENO MASSIF,28.3,28.3,-16.83,-16.83,SUBAERIAL,990,990,s TE63 [4843],BASANITE [4843],6000000 [4843],6400000 [4843],,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4843] ,201137.2805,24093.468,,80128.6014,,,,97473.42,77116.13,34795.408,1711.55218,,11256.834,28487.3088,6463.39501,,,,,,,,,,,,,,,,12000,,,,,,,,,,,,,,,,,,,,,,,,205,,,16,,257,38,,,,39,38,142,24.3,,,,,41.6,1154,45,420,106.5,,,,,,,,,,,,,454,72,163,,81,,,,,,,,,,,,,,,,,,,,,3.3,,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,104692
[4843],OCEAN ISLAND,CANARY ISLANDS / TENERIFE / ATLANTIC OCEAN,TENO MASSIF,28.3,28.3,-16.83,-16.83,SUBAERIAL,990,990,s TE64 [4843],BASANITE [4843],6000000 [4843],6400000 [4843],,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4843] ,200062.18,26311.026,,81081.2532,,,,100660.35,78974.35,35277.84,1564.40516,,12933.737,21142.9245,4983.92782,,,,,,,,,,,,,,,,7000,,,,,,,,,,,,,,,,,,,,,,,,105,,,19,,331,14,,,,65,66,124,23.5,,,,,31.8,1125,39.6,346,97.4,,,,,,,,,,,,,508,71.8,143.1,,71.41,13.541,4.12,11.54,,7.81,,3.33,,2.377,0.327,,,,,,,,,,,3.4,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,104693
[4843],OCEAN ISLAND,CANARY ISLANDS / TENERIFE / ATLANTIC OCEAN,TENO MASSIF,28.3,28.3,-16.83,-16.83,SUBAERIAL,990,990,s TE45 [4843],BASANITE [4843],6000000 [4843],6400000 [4843],,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4843] ,209691.341,20617.296,,78911.3241,,,,90788.64,75615.26,41308.24,1564.40516,,11464.3715,28338.9374,3473.91116,,,,,,,,,,,,,,,,-3000,,,,,,,,,,,,,,,,,,,,,,,,583,,,20,,260,169,,,,80,63,104,21.6,,,,,26.5,986,34,297,80.6,,,,,,,,,,,,,432,55.1,115.1,,55.89,10.674,3.278,9.18,,6.61,,2.94,,2.199,0.309,,,,,,,,,,,3.6,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,104710
[4795],OCEAN ISLAND,CANARY ISLANDS / LA PALMA / ATLANTIC OCEAN,DURAZNERO VENT,28.5,28.5,-18,-18,SUBAERIAL,1800,1800,s WHJ9224 [4795],BASANITE [4795],,,,,,,1949,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4795] ,204549.556,20497.428,,72507.387,,,,95841.09,76401.43,49328.672,1548.916,,10625.92,27893.8232,3054.947,2600,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299,338,,,49,142,108,126,21,,,,,29,979,35,290,68,,,,,,,,,,,,,452,70,129,15,57,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105254
[4795],OCEAN ISLAND,CANARY ISLANDS / LA PALMA / ATLANTIC OCEAN,LLANO DEL BANCO CRATER,28.5,28.5,-18,-18,SUBAERIAL,1270,1270,s KLA1210 [4795],BASANITE [4795],,,,,,,1949,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4795] ,205951.861,20317.626,,72824.9376,,,,95219.25,75257.91,49630.192,1548.916,,10957.98,27968.0089,3011.3049,2000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,328,,,58,135,102,119,19,,,,,31.39,932,33.85,280,67,,,,,,,,,,,,,427,64.35,126.5,14.83,57.18,10.73,3.25,9.49,1.27,6.41,1.14,2.87,0.36,2.19,0.3,6.66,3.92,,,,,,,,,3.51,,6.11,1.69,,,,,,,,,,,,,,,,,,,,,,,,,105257
[4795],OCEAN ISLAND,CANARY ISLANDS / LA PALMA / ATLANTIC OCEAN,LLANO DEL BANCO CRATER,28.5,28.5,-18,-18,SUBAERIAL,1270,1270,s KLA1213 [4795],BASANITE [4795],,,,,,,1949,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4795] ,205437.6825,21156.702,,76212.144,,,,92731.89,72470.58,44383.744,1548.916,,12701.295,28858.2373,3273.1575,7500,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,237,,,55,118,96,129,22,,,,,33,1073,35,318,77,,,,,,,,,,,,,498,79,133,14,62,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105258
[4795],OCEAN ISLAND,CANARY ISLANDS / LA PALMA / ATLANTIC OCEAN,500 M NNW OF HOYO NEGRO CRATER,28.5,28.5,-18,-18,SUBAERIAL,1270,1270,s KLA1508 [4795],BASANITE [4795],,,,,,,1949,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4795] ,206232.322,20857.032,,73618.8141,,,,96540.66,77544.95,48424.112,1548.916,,10874.965,27003.5948,3011.3049,3000,,,,,,,,,,,,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,328,,,46,126,89,143,19,,,,,30,975,34,284,74,,,,,,,,,,,,,482,65,135,15,61,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105259
[4795],OCEAN ISLAND,CANARY ISLANDS / LA PALMA / ATLANTIC OCEAN,150 M NW OF HOYO NEGRO CRATER,28.5,28.5,-18,-18,SUBAERIAL,1270,1270,s KLA1513 [4795],BASANITE [4795],,,,,,,1949,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4795] ,198285.927,20377.56,,62292.8427,,,,94908.33,76044.08,48424.112,1471.4702,,11539.085,22700.8242,3011.3049,5300,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,767,,,60,309,116,116,16,,,,,37.79,916,32.81,273,70,,,,,,,,,,,,,500,68.02,128.4,14.66,55.23,10.19,3.02,8.81,1.18,5.9,1.04,2.66,0.33,2.05,0.28,6.27,3.97,,,,,,,,,2.99,,7.42,1.91,,,,,,,,,,,,,,,,,,,,,,,,,105260
[4795],OCEAN ISLAND,CANARY ISLANDS / LA PALMA / ATLANTIC OCEAN,HOYO NEGRO CRATER,28.5,28.5,-18,-18,SUBAERIAL,1270,1270,s KLA1624 [4795],BASANITE [4795],,,,,,,1949,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4795] ,199127.31,23254.392,,67426.5774,,,,96773.85,82333.44,53127.824,1548.916,,13448.43,26706.852,3884.1469,3900,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327,349,,,54,150,115,121,18,,,,,37,1194,36,310,87,,,,,,,,,,,,,612,99,157,19,65,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105268
[4868],OCEAN ISLAND,SELVAGEN ISLANDS / SELVAGEN GRANDE / GRANDE / ATLANTIC OCEAN,TORNOZELOUS COMPLEX,31,31,-16,-16,SUBAERIAL,,,s J-49 [4868],BASANITE [4868],,,,PLIOCENE [4868],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4868] ,206559.5265,15403.038,,66473.9256,,,,81771.96,75615.26,65731.36,1548.916,,9297.68,25816.6236,3796.8627,7600,,,,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,480,,,59,424,,122,19,,,,,23.7,829,22.7,203,65.5,,,,,,,,,,,,,517,54.2,105,12.5,46.8,9.04,2.75,8,1.09,5.44,0.95,2.24,0.27,1.65,0.22,4.98,3.56,,,,,,,,,3.3,,5.84,1.19,0.51291,,,0.703076,,19.37,,15.566,,39.19,,,,,,,,,,,,,,,106401
[4868],OCEAN ISLAND,SELVAGEN ISLANDS / SELVAGEN GRANDE / GRANDE / ATLANTIC OCEAN,ATALAIA COMPLEX,31,31,-16,-16,SUBAERIAL,,,s J-8A [4868],BASANITE [4868],,,,PLIOCENE [4868],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4868] ,213758.0255,13065.612,,70284.5328,,,,80839.2,69897.66,59158.224,1471.4702,,6641.2,24629.6524,2705.8102,6500,,,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,421,,,58,264,,128,18,,,,,16.6,654,20.7,148,43.7,,,,,,,,,,,,,350,37.1,71.9,8.53,32.9,6.85,2.18,6.34,0.9,4.79,0.87,2.08,0.26,1.62,0.22,4.04,2.47,,,,,,,,,2.45,,3.9,1.19,0.512908,,,0.70304,,19.399,,15.564,,39.177,,,,,,,,,,,,,,,106403
[4868],OCEAN ISLAND,SELVAGEN ISLANDS / SELVAGEN GRANDE / GRANDE / ATLANTIC OCEAN,DIKES,31,31,-16,-16,SUBAERIAL,,,s J-43 [4868],BASANITE [4868],,,,MIOCENE [4868],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4868] ,184823.799,15163.302,,64939.0977,,,,89389.5,81690.21,69168.688,1471.4702,,5478.99,15282.2542,3054.947,43300,,,,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268,339,,,70,220,,115,17,,,,,8.6,555,21.6,185,59.6,,,,,,,,,,,,,387,40.7,84.4,10.5,41.3,8.23,2.46,7.16,1.02,5.31,0.95,2.37,0.3,1.85,0.26,5.09,3.68,,,,,,,,,2.22,,3.69,0.88,,,,,,,,,,,,,,,,,,,,,,,,,106404
[4868],OCEAN ISLAND,SELVAGEN ISLANDS / SELVAGEN GRANDE / GRANDE / ATLANTIC OCEAN,DIKES,31,31,-16,-16,SUBAERIAL,,,s J-36 [4868],BASANITE [4868],,,,MIOCENE [4868],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4868] ,195668.291,15103.368,,66844.4013,,,,92731.89,77330.54,66334.4,1626.3618,,6973.26,26113.3664,3011.3049,14100,,,,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271,401,,,69,239,,121,16,,,,,9.8,724,24.3,193,67.2,,,,,,,,,,,,,447,43.2,88.8,10.9,42.5,8.39,2.52,7.4,1.03,5.4,0.98,2.42,0.31,1.93,0.26,5.12,3.73,,,,,,,,,1.98,,3.66,0.85,0.512906,,,0.703154,,19.383,,15.577,,39.229,,,,,,,,,,,,,,,106405
[4868],OCEAN ISLAND,SELVAGEN ISLANDS / SELVAGEN GRANDE / GRANDE / ATLANTIC OCEAN,DIKES,31,31,-16,-16,SUBAERIAL,,,s J-42 [4868],BASANITE [4868],,,,MIOCENE [4868],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4868] ,196322.7,15163.302,,67479.5025,,,,93353.73,77902.3,64042.848,1548.916,,9712.755,23294.3098,3098.5891,12600,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,391,,,67,233,,122,19,,,,,24.4,730,24.1,198,67,,,,,,,,,,,,,445,42.7,87.2,10.8,42.1,8.36,2.5,7.22,1.03,5.36,0.98,2.4,0.3,1.88,0.27,5.12,3.68,,,,,,,,,2.06,,3.57,0.83,0.512904,,,0.703168,,19.334,,15.564,,39.136,,,,,,,,,,,,,,,106406
[4868],OCEAN ISLAND,SELVAGEN ISLANDS / SELVAGEN GRANDE / GRANDE / ATLANTIC OCEAN,,31,31,-16,-16,SUBAERIAL,,,s J-45 [4868],BASANITE [4868],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4868] ,201137.2805,14504.028,,65362.4985,,,,78973.68,74757.62,70073.248,1471.4702,,8799.59,20846.1817,3535.0101,21700,,,,5300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,457,,,59,360,,123,17,,,,,19.4,850,22.4,191,66.5,,,,,,,,,,,,,551,58.9,113,13.1,49.3,9.27,2.78,8.02,1.1,5.5,0.95,2.28,0.28,1.65,0.22,4.73,3.57,,,,,,,,,3.71,,6.76,1.33,0.512912,,,0.703105,,19.359,,15.563,,39.172,,,,,,,,,,,,,,,106423
[4868],OCEAN ISLAND,SELVAGEN ISLANDS / SELVAGEN PEQUENA / PEQUENA / ATLANTIC OCEAN,,31,31,-16,-16,SUBAERIAL,,,s J-51 [4868],BASANITE [4868],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4868] ,186646.7955,16601.718,,71501.8101,,,,73377.12,90552.49,65429.84,1316.5786,,7056.275,22255.71,2356.6734,7500,,,,38600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,332,,,55,124,,88,16,,,,,12.2,647,22.3,186,54.7,,,,,,,,,,,,,533,40.1,79.8,9.86,39.3,7.84,2.3,6.71,0.91,4.86,0.86,2.16,0.27,1.64,0.23,4.65,3.14,,,,,,,,,4.29,,3.82,1.07,0.512911,,,0.703117,,19.804,,15.597,,39.556,,,,,,,,,,,,,,,106429
[4868],OCEAN ISLAND,SELVAGEN ISLANDS / SELVAGEN PEQUENA / PEQUENA / ATLANTIC OCEAN,,31,31,-16,-16,SUBAERIAL,,,s J-58 [4868],BASANITE [4868],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4868] ,173184.6675,15103.368,,66738.5511,,,,67158.72,119497.84,45951.648,1394.0244,,5312.96,26113.3664,2269.3892,47100,,,,34400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323,504,,,59,168,,88,18,,,,,10,404,19.7,214,47.4,,,,,,,,,,,,,422,40.2,83.6,9.84,39.1,7.64,2.24,6.72,0.9,4.74,0.82,2.06,,1.58,0.22,4.79,3,,,,,,,,,4.21,,4.66,1.27,0.512903,,,0.703124,,19.622,,15.585,,39.396,,,,,,,,,,,,,,,106431
[4868],OCEAN ISLAND,SELVAGEN ISLANDS / SELVAGEN GRANDE / GRANDE / ATLANTIC OCEAN,ATALAIA COMPLEX,31,31,-16,-16,SUBAERIAL,,,s J-4 [4868],BASANITE [4868],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4868] ,186600.052,13245.414,,57212.0331,,,,78507.3,90123.67,77068.512,1471.4702,,9131.65,24926.3952,5542.5467,10400,,,,15600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,536,,,65,465,,121,16,,,,,29,1125,35,227,83,,,,,,,,,,,,,779,,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106437
[4868],OCEAN ISLAND,SELVAGEN ISLANDS / SELVAGEN GRANDE / GRANDE / ATLANTIC OCEAN,ATALAIA COMPLEX,31,31,-16,-16,SUBAERIAL,,,s J-6 [4868],BASANITE [4868],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4868] ,196883.622,14803.698,,64568.622,,,,82005.15,80618.16,69530.512,1394.0244,,10127.83,19659.2105,4538.7784,23700,,,,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,422,,,59,369,,124,16,,,,,25,1097,32,211,74,,,,,,,,,,,,,682,,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106438
