Citations,Tectonic Setting,Location,Location Comment,Latitude (Min),Latitude (Max),Longitude (Min),Longitude (Max),Land or Sea,Elevation (Min),Elevation (Max),Sample Name,Rock Name,"Age (a, Min)","Age (a, Max)",Geol,Age,Eruption Day,Eruption Month,Eruption Year,Rock Texture,Rock Type,Drill Depth (Min),Drill Depth (Max),Alteration,Mineral,Material,Si,Ti,B,Al,Cr,Fe3+,Fe2+,Fetot(2+),Ca,Mg,Mn,Ni,K,Na,P,H2O,H2OP,H2OM,H2Otot,CO2,CO,F,Cl,Cl2,OH,CH4,SO2,SO3,SO4,S,LOI,Volatiles,O,Others,HE(CCM/G),HE(CCMSTP/G),HE3(CCMSTP/G),HE3(AT/G),HE4(CCM/G),HE4(CCMSTP/G),HE4(AT/G),HE4(MOLE/G),HE4(NCC/G),HE(NCC/G),Li,Be,B,C,CO2,F,Na,Al,P,S,Cl,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Rb,Sr,Y,Zr,Nb,Mo,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Th,U,Nd143/Nd144,Nd143/Nd144 initial,e Nd,Sr87/Sr86,SR87_SR86_INI,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB208_PB204,PB208_PB204_INI,OS184_OS188,OS186_OS188,OS187_OS186,OS187_OS188,RE187_OS186,RE187_OS188,HF176_HF177,HE3_HE4,HE3_HE4(R/R(A)),HE4_HE3,HE4_HE3(R/R(A)),K40_AR40,AR40_K40,Unique Id
[7960],CONVERGENT MARGIN,MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / NAYARIT / CEBORUCO / PACIFIC OCEAN,CEBORUCO-SAN PEDRO VOLCANIC FIELD,21.1787,21.1787,-104.5447,-104.5447,SUBAERIAL,,,s IXT-32 [7960],RHYOLITE [7960],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [7960] ,350108.815,539.406,,71448.885,,,,10182.63,3502.03,301.52,464.6748,,35198.36,37018.6643,87.2842,,,,,,,,,,,,,,,,4300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271,,,,,,,,,,,,,,,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199160
[7960],CONVERGENT MARGIN,MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / NAYARIT / CEBORUCO / PACIFIC OCEAN,CEBORUCO-SAN PEDRO VOLCANIC FIELD,21.1632,21.1632,-104.7065,-104.7065,SUBAERIAL,,,s COMP-3 [7960],RHYOLITE [7960],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [7960] ,351511.12,1198.68,,71448.885,,,,8783.49,9291.1,1809.12,387.229,,27893.04,33754.4935,261.8526,,,,,,,,,,,,,,,,4900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,,,,,,,,,,,,,,,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199161
[7889],CONVERGENT MARGIN,NEW ZEALAND / COROMANDEL-TAUPO / TAUPO VOLCANIC ZONE / OKATAINA CALDERA / ROTORUA UNIT / PACIFIC OCEAN,"OKAREKA BASIN, ROTORUA RHYOLITE ERUPTIVE EPISODE FROM OKATARINA VOLCANIC CENTER, OKAREKA QUARRY",-38.2,-38.3,176.1,176.3,SUBAERIAL,,,s 863 [7889],RHYOLITE [7889],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [7889] ,345808.413,2157.624,,72507.387,,,,16245.57,14865.76,3015.2,619.5664,,22497.065,31083.8083,349.1368,8700,,,,,,,,,,,,,,,33000,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,17,,,,,,,46,14,,,,,87,169,26,233,8,,,,,,,,,,,,,776,24,36,,,,,,,,,,,,,,,,,,,,,,,15,,9,,,,,,,,,,,,,,,,,,,,,,,,,,199422
[7889],CONVERGENT MARGIN,NEW ZEALAND / COROMANDEL-TAUPO / TAUPO VOLCANIC ZONE / OKATAINA CALDERA / ROTORUA UNIT / PACIFIC OCEAN,"OKAREKA BASIN, ROTORUA RHYOLITE ERUPTIVE EPISODE FROM OKATARINA VOLCANIC CENTER, OKAREKA QUARRY",-38.2,-38.3,176.1,176.3,SUBAERIAL,,,s 865 [7889],RHYOLITE [7889],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [7889] ,343144.0335,2277.492,,73936.3647,,,,17100.6,15723.4,3437.328,619.5664,,21832.945,31380.5511,349.1368,7100,,,,,,,,,,,,,,,32000,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,20,,,,,,,48,14,,,,,86,177,26,242,7,,,,,,,,,,,,,808,23,47,,,,,,,,,,,,,,,,,,,,,,,13,,11,,,,,,,,,,,,,,,,,,,,,,,,,,199423
[7889],CONVERGENT MARGIN,NEW ZEALAND / COROMANDEL-TAUPO / TAUPO VOLCANIC ZONE / OKATAINA CALDERA / ROTORUA UNIT / PACIFIC OCEAN,"OKAREKA BASIN, ROTORUA RHYOLITE ERUPTIVE EPISODE FROM OKATARINA VOLCANIC CENTER, OKAREKA QUARRY",-38.2,-38.3,176.1,176.3,SUBAERIAL,,,s 862 [7889],RHYOLITE [7889],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [7889] ,347865.127,1977.822,,71343.0348,,,,15312.81,14294,2894.592,542.1206,,22912.14,31009.6226,305.4947,7100,,,,,,,,,,,,,,,23600,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,17,,,,,,,42,14,,,,,91,163,25,220,7,,,,,,,,,,,,,778,23,39,,,,,,,,,,,,,,,,,,,,,,,14,,12,,,,,,,,,,,,,,,,,,,,,,,,,,199424
[7889],CONVERGENT MARGIN,NEW ZEALAND / COROMANDEL-TAUPO / TAUPO VOLCANIC ZONE / OKATAINA CALDERA / ROTORUA UNIT / PACIFIC OCEAN,"OKAREKA BASIN, ROTORUA RHYOLITE ERUPTIVE EPISODE FROM OKATARINA VOLCANIC CENTER, OKAREKA QUARRY",-38.2,-38.3,176.1,176.3,SUBAERIAL,,,s 867 [7889],RHYOLITE [7889],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [7889] ,343658.212,2277.492,,74730.2412,,,,17100.6,14865.76,3196.112,619.5664,,21749.93,30564.5084,392.7789,10300,,,,,,,,,,,,,,,36100,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,20,,,,,,,48,15,,,,,87,169,26,243,8,,,,,,,,,,,,,783,20,23,,,,,,,,,,,,,,,,,,,,,,,14,,10,,,,,,,,,,,,,,,,,,,,,,,,,,199425
[7889],CONVERGENT MARGIN,NEW ZEALAND / COROMANDEL-TAUPO / TAUPO VOLCANIC ZONE / OKATAINA CALDERA / ROTORUA UNIT / PACIFIC OCEAN,"OKAREKA BASIN, ROTORUA RHYOLITE ERUPTIVE EPISODE FROM OKATARINA VOLCANIC CENTER, OKAREKA QUARRY",-38.2,-38.3,176.1,176.3,SUBAERIAL,,,s 868 [7889],RHYOLITE [7889],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [7889] ,351651.3505,1738.086,,71978.136,,,,13369.56,11721.08,2291.552,542.1206,,23991.335,29229.1658,218.2105,10900,,,,,,,,,,,,,,,34300,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,13,,,,,,,40,13,,,,,94,139,25,203,8,,,,,,,,,,,,,796,26,41,,,,,,,,,,,,,,,,,,,,,,,14,,8,,,,,,,,,,,,,,,,,,,,,,,,,,199426
[7889],CONVERGENT MARGIN,NEW ZEALAND / COROMANDEL-TAUPO / TAUPO VOLCANIC ZONE / OKATAINA CALDERA / ROTORUA UNIT / PACIFIC OCEAN,"OKAREKA BASIN, ROTORUA RHYOLITE ERUPTIVE EPISODE FROM OKATARINA VOLCANIC CENTER, OKAREKA QUARRY",-38.2,-38.3,176.1,176.3,SUBAERIAL,,,s 870 [7889],RHYOLITE [7889],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [7889] ,343471.238,2097.69,,76423.8444,,,,16167.84,14151.06,2954.896,542.1206,,21998.975,30712.8798,349.1368,9600,,,,,,,,,,,,,,,32500,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,18,,,,,,,43,16,,,,,88,164,24,237,8,,,,,,,,,,,,,760,21,50,,,,,,,,,,,,,,,,,,,,,,,14,,14,,,,,,,,,,,,,,,,,,,,,,,,,,199427
[7889],CONVERGENT MARGIN,NEW ZEALAND / COROMANDEL-TAUPO / TAUPO VOLCANIC ZONE / OKATAINA CALDERA / ROTORUA UNIT / PACIFIC OCEAN,"OKAREKA BASIN, ROTORUA RHYOLITE ERUPTIVE EPISODE FROM OKATARINA VOLCANIC CENTER, OKAREKA QUARRY",-38.2,-38.3,176.1,176.3,SUBAERIAL,,,s 871 [7889],RHYOLITE [7889],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [7889] ,346229.1045,1977.822,,73142.4882,,,,15157.35,14436.94,2773.984,542.1206,,22331.035,31825.6653,305.4947,5100,,,,,,,,,,,,,,,22500,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,15,,,,,,,44,14,,,,,89,166,25,226,8,,,,,,,,,,,,,774,27,38,,,,,,,,,,,,,,,,,,,,,,,14,,13,,,,,,,,,,,,,,,,,,,,,,,,,,199428
[7889],CONVERGENT MARGIN,NEW ZEALAND / COROMANDEL-TAUPO / TAUPO VOLCANIC ZONE / OKATAINA CALDERA / ROTORUA UNIT / PACIFIC OCEAN,"OKAREKA BASIN, ROTORUA RHYOLITE ERUPTIVE EPISODE FROM OKATARINA VOLCANIC CENTER, OKAREKA QUARRY",-38.2,-38.3,176.1,176.3,SUBAERIAL,,,s 889B [7889],RHYOLITE [7889],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [7889] ,343237.5205,1977.822,,76529.6946,,,,15701.46,14722.82,2834.288,542.1206,,23161.185,30193.5799,305.4947,10500,,,,,,,,,,,,,,,33500,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,19,,,,,,,42,16,,,,,92,166,23,205,8,,,,,,,,,,,,,780,21,44,,,,,,,,,,,,,,,,,,,,,,,26,,11,,,,,,,,,,,,,,,,,,,,,,,,,,199429
[7889],CONVERGENT MARGIN,NEW ZEALAND / COROMANDEL-TAUPO / TAUPO VOLCANIC ZONE / OKATAINA CALDERA / ROTORUA UNIT / PACIFIC OCEAN,"OKAREKA BASIN, ROTORUA RHYOLITE ERUPTIVE EPISODE FROM OKATARINA VOLCANIC CENTER, MIDDLE COULEE",-38.2,-38.3,176.1,176.3,SUBAERIAL,,,s 847 [7889],RHYOLITE [7889],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [7889] ,353708.0645,1258.614,,69437.7312,,,,11814.96,10291.68,1809.12,464.6748,,28391.13,30045.2085,174.5684,2300,,,,,,,,,,,,,,,14800,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,13,,,,,,,34,13,,,,,120,115,23,142,7,,,,,,,,,,,,,836,24,55,,,,,,,,,,,,,,,,,,,,,,,17,,16,,,,,,,,,,,,,,,,,,,,,,,,,,199430
[7889],CONVERGENT MARGIN,NEW ZEALAND / COROMANDEL-TAUPO / TAUPO VOLCANIC ZONE / OKATAINA CALDERA / ROTORUA UNIT / PACIFIC OCEAN,"OKAREKA BASIN, ROTORUA RHYOLITE ERUPTIVE EPISODE FROM OKATARINA VOLCANIC CENTER, MIDDLE COULEE",-38.2,-38.3,176.1,176.3,SUBAERIAL,,,s 854 [7889],RHYOLITE [7889],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [7889] ,352679.7075,1258.614,,70284.5328,,,,12048.15,11149.32,1990.032,464.6748,,27228.92,30193.5799,174.5684,2900,,,,,,,,,,,,,,,9300,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,14,,,,,,,30,14,,,,,112,125,21,138,7,,,,,,,,,,,,,809,23,45,,,,,,,,,,,,,,,,,,,,,,,16,,16,,,,,,,,,,,,,,,,,,,,,,,,,,199431
[7889],CONVERGENT MARGIN,NEW ZEALAND / COROMANDEL-TAUPO / TAUPO VOLCANIC ZONE / OKATAINA CALDERA / ROTORUA UNIT / PACIFIC OCEAN,"OKAREKA BASIN, ROTORUA RHYOLITE ERUPTIVE EPISODE FROM OKATARINA VOLCANIC CENTER, MIDDLE COULEE",-38.2,-38.3,176.1,176.3,SUBAERIAL,,,s 181 [7889],RHYOLITE [7889],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [7889] ,350950.198,1438.416,,70919.634,,,,13136.37,11506.67,2291.552,464.6748,,27394.95,29822.6514,174.5684,3300,,,,,,,,,,,,,,,12100,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,16,,,,,,,33,14,,,,,111,128,21,144,7,,,,,,,,,,,,,820,23,52,,,,,,,,,,,,,,,,,,,,,,,15,,11,,,,,,,,,,,,,,,,,,,,,,,,,,199432
[7889],CONVERGENT MARGIN,NEW ZEALAND / COROMANDEL-TAUPO / TAUPO VOLCANIC ZONE / OKATAINA CALDERA / ROTORUA UNIT / PACIFIC OCEAN,"OKAREKA BASIN, ROTORUA RHYOLITE ERUPTIVE EPISODE FROM OKATARINA VOLCANIC CENTER, OKAREKA QUARRY",-38.2,-38.3,176.1,176.3,SUBAERIAL,,,s 871B [7889],RHYOLITE [7889],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [7889] ,347491.179,1498.35,,74042.2149,,,,13680.48,12793.13,2351.856,464.6748,,26315.755,29600.0943,261.8526,8400,,,,,,,,,,,,,,,26900,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,18,,,,,,,33,14,,,,,106,142,21,153,7,,,,,,,,,,,,,814,22,51,,,,,,,,,,,,,,,,,,,,,,,18,,14,,,,,,,,,,,,,,,,,,,,,,,,,,199433
[7889],CONVERGENT MARGIN,NEW ZEALAND / COROMANDEL-TAUPO / TAUPO VOLCANIC ZONE / OKATAINA CALDERA / ROTORUA UNIT / PACIFIC OCEAN,"OKAREKA BASIN, ROTORUA RHYOLITE ERUPTIVE EPISODE FROM OKATARINA VOLCANIC CENTER, OKAREKA QUARRY",-38.2,-38.3,176.1,176.3,SUBAERIAL,,,s 867B [7889],RHYOLITE [7889],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [7889] ,344593.082,2037.756,,75206.5671,,,,16167.84,13507.83,3015.2,619.5664,,23410.23,30119.3942,261.8526,9400,,,,,,,,,,,,,,,33800,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,18,,,,,,,48,16,,,,,93,156,25,223,8,,,,,,,,,,,,,866,18,46,,,,,,,,,,,,,,,,,,,,,,,17,,11,,,,,,,,,,,,,,,,,,,,,,,,,,199434
[7719],CONVERGENT MARGIN,MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / HIDALGO / HUICHAPAN CALDERA / PACIFIC OCEAN,"HUICHAPAN CALDERA NEAR ASTILLERO, UNIT B",20.3333,20.3333,-99.5717,-99.5717,SUBAERIAL,,,s HP16 [7719],RHYOLITE [7719],2000000 [7719],2000000 [7719],,,,,,MICROLITHIC [7719] ,VOLCANIC ROCK,,,SLIGHTLY ALTERED,,WHOLE_ROCK [7719] ,337020.635,1678.152,,78117.4476,,,,20132.07,8361.99,1628.208,379.48442,,31379.67,35164.0218,82.91999,,,,,,,,,,,,,,,,5100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199472
[7719],CONVERGENT MARGIN,MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / HIDALGO / HUICHAPAN CALDERA / PACIFIC OCEAN,"HUICHAPAN CALDERA BETWEEN ASTILLERO AND MINTHO, UNIT B",20.3467,20.3467,-99.5667,-99.5667,SUBAERIAL,,,s HP33 [7719],RHYOLITE [7719],2000000 [7719],2000000 [7719],,,,,,MICROLITHIC [7719] ,VOLCANIC ROCK,,,,,WHOLE_ROCK [7719] ,336927.148,1198.68,,79705.2006,,,,17644.71,5002.9,422.128,154.8916,,30632.535,30193.5799,87.2842,,,,,,,,,,,,,,,,14600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199473
[1679][1674][1678],CONTINENTAL FLOOD BASALT,KAROO PROVINCE - AFRICA / LEBOMBO REGION / SWAZILAND FORMATION,"TWIN RIDGE BEDS, SWAZILAND",-26.83,-26.83,31.5,32.5,SUBAERIAL,,,s RC36 [1679],RHYOLITE [1679],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [1679] ,313789.1155,,,,,,,,,3859.456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,193,,,,,,,,,,,,,,,,,,,,114,23,,,,,,,,,,,,,,,,,,,,17.8,,,,0.5125,,,0.70914,,17.69,,15.49,,38.3,,,,,,,,,,,,,,,19947-RC 36
[7719],CONVERGENT MARGIN,MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / HIDALGO / HUICHAPAN CALDERA / PACIFIC OCEAN,"HUICHAPAN CALDERA, UNIT D",20.3233,20.3233,-99.5833,-99.5833,SUBAERIAL,,,s HP07 [7719],RHYOLITE [7719],4200000 [7719],4200000 [7719],,,,,,PYROCLASTIC [7719] ,VOLCANIC ROCK,,,,,WHOLE_ROCK [7719] ,321548.5365,2577.162,,76847.2452,,,,24640.41,11721.08,4281.584,449.18564,,27062.89,34644.7219,379.68627,,,,,,,,,,,,,,,,11600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199485
[1675][1678],CONTINENTAL FLOOD BASALT,KAROO PROVINCE - AFRICA / LEBOMBO REGION / SWAZILAND FORMATION,"TWIN RIDGE BEDS, SWAZILAND",-26.67,-26.67,31.5,32.5,SUBAERIAL,,,s RC40 [1675],RHYOLITE [1675],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [1675] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70938,,,,,,,,,,,,,,,,,,,,,19948-RC 40
[1675][1678],CONTINENTAL FLOOD BASALT,KAROO PROVINCE - AFRICA / LEBOMBO REGION / SWAZILAND FORMATION,,-27.07,-27.07,31.7,32.9,SUBAERIAL,,,s RC66 [1675],RHYOLITE [1675],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [1675] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70951,,,,,,,,,,,,,,,,,,,,,19949-RC 66
[1679][1674][1678],CONTINENTAL FLOOD BASALT,KAROO PROVINCE - AFRICA / LEBOMBO REGION / SWAZILAND FORMATION,SWAZILAND,-25.5,-27.5,31.5,32.5,SUBAERIAL,,,s RC74 [1679],RHYOLITE [1679],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [1679] ,345995.387,,,,,,,,,1326.688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,105,,,,,,,,,,,,,,,,,,,,166,34,,,,,,,,,,,,,,,,,,,,18.1,,,,0.5125,,,0.7146,,17.54,,15.49,,38.28,,,,,,,,,,,,,,,19950-RC 74
[1679][1674][1678],CONTINENTAL FLOOD BASALT,KAROO PROVINCE - AFRICA / LEBOMBO REGION / SWAZILAND FORMATION,SWAZILAND,-26.57,-26.57,31.5,32.5,SUBAERIAL,,,s RC131 [1679],RHYOLITE [1679],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [1679] ,325054.299,,,,,,,,,2954.896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,124,,,,,,,,,,,,,,,,,,,,128,24,,,,,,,,,,,,,,,,,,,,16.6,,,,0.51253,,,0.71276,,17.59,,15.46,,38.19,,,,,,,,,,,,,,,19951-RC 131
[1675][1678][2354],CONTINENTAL FLOOD BASALT,KAROO PROVINCE - AFRICA / LEBOMBO REGION / SWAZILAND FORMATION,SWAZILAND,-26.37,-26.37,31.5,32.5,SUBAERIAL,,,s SK153 [1675],RHYOLITE [1675],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [1675] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71142,,17.62,,15.49,,38.26,,,,,,,,,,,,,,,19952-SK 153
[7719],CONVERGENT MARGIN,MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / HIDALGO / HUICHAPAN CALDERA / PACIFIC OCEAN,"HUICHAPAN CALDERA NEAR ASTILLERO, UNIT B",20.3333,20.3333,-99.5717,-99.5717,SUBAERIAL,,,s HP16 [7719],RHYOLITE [7719],2000000 [7719],2000000 [7719],,,,,,MICROLITHIC [7719] ,VOLCANIC ROCK,,,SLIGHTLY ALTERED,,WHOLE_ROCK [7719] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512714,,,0.704496,,,,,,,,,,,,,,,,,,,,,199531
[7719],CONVERGENT MARGIN,MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / HIDALGO / HUICHAPAN CALDERA / PACIFIC OCEAN,"HUICHAPAN CALDERA NEAR ASTILLERO, UNIT B",20.3333,20.3333,-99.5717,-99.5717,SUBAERIAL,,,s HP16 [7719],RHYOLITE [7719],2000000 [7719],2000000 [7719],,,,,,MICROLITHIC [7719] ,VOLCANIC ROCK,,,SLIGHTLY ALTERED,,WHOLE_ROCK [7719] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.704502,,,,,,,,,,,,,,,,,,,,,199532
[7719],CONVERGENT MARGIN,MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / HIDALGO / HUICHAPAN CALDERA / PACIFIC OCEAN,"HUICHAPAN CALDERA, UNIT D",20.3233,20.3233,-99.5833,-99.5833,SUBAERIAL,,,s HP07 [7719],RHYOLITE [7719],4200000 [7719],4200000 [7719],,,,,,PYROCLASTIC [7719] ,VOLCANIC ROCK,,,,,WHOLE_ROCK [7719] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512745,,,0.704355,,,,,,,,,,,,,,,,,,,,,199533
[1675][1678][1674],CONTINENTAL FLOOD BASALT,KAROO PROVINCE - AFRICA / LEBOMBO REGION / JOZINI FORMATION,,-27.93,-27.93,31.7,32.9,SUBAERIAL,,,s L333 [1675],RHYOLITE [1675],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [1675] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71033,,17.63,,15.48,,38.21,,,,,,,,,,,,,,,19953-L 333
[1675][1678],CONTINENTAL FLOOD BASALT,KAROO PROVINCE - AFRICA / LEBOMBO REGION / JOZINI FORMATION,,-27.93,-27.93,31.7,32.9,SUBAERIAL,,,s L335 [1675],RHYOLITE [1675],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [1675] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71004,,,,,,,,,,,,,,,,,,,,,19953-L 335
[1675][1678],CONTINENTAL FLOOD BASALT,KAROO PROVINCE - AFRICA / LEBOMBO REGION / JOZINI FORMATION,,-27.93,-27.93,31.7,32.9,SUBAERIAL,,,s L336 [1675],RHYOLITE [1675],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [1675] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71042,,,,,,,,,,,,,,,,,,,,,19953-L 336
[1675][1678],CONTINENTAL FLOOD BASALT,KAROO PROVINCE - AFRICA / LEBOMBO REGION / JOZINI FORMATION,,-27.68,-27.68,31.7,32.9,SUBAERIAL,,,s L431 [1675],RHYOLITE [1675],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [1675] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70984,,,,,,,,,,,,,,,,,,,,,19954-L 431
[1675][1678],CONTINENTAL FLOOD BASALT,KAROO PROVINCE - AFRICA / LEBOMBO REGION / JOZINI FORMATION,,-27.68,-27.68,31.7,32.9,SUBAERIAL,,,s L441 [1675],RHYOLITE [1675],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [1675] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7081,,,,,,,,,,,,,,,,,,,,,19955-L 441
